RegistrationID,StudentID,EventID,RegistrationDate,Status,AttendanceStatus
6597,1110,4060,14-08-2026,Registered,Present
6598,1001,4060,19-08-2026,Registered,Present
6599,1012,4060,16-08-2026,Registered,Present
6600,1023,4060,13-08-2026,Registered,Present
6601,1061,4061,16-01-2026,Cancelled,Absent
6602,1072,4061,13-01-2026,Registered,Present
6603,1083,4061,18-01-2026,Registered,Present
6604,1094,4061,15-01-2026,Registered,Present
6605,1105,4061,20-01-2026,Registered,Present
6606,1116,4061,17-01-2026,Registered,Present
6607,1007,4061,14-01-2026,Registered,Present
6608,1018,4061,19-01-2026,Registered,Present
6609,1029,4061,16-01-2026,Registered,Present
6610,1040,4061,13-01-2026,Registered,Present
6611,1078,4062,05-02-2026,Registered,Present
6612,1089,4062,10-02-2026,Registered,Absent
6613,1100,4062,07-02-2026,Registered,Present
6614,1111,4062,04-02-2026,Registered,Absent
6615,1002,4062,09-02-2026,Registered,Present
6616,1013,4062,06-02-2026,Registered,Absent
6617,1024,4062,03-02-2026,Registered,Present
6618,1035,4062,08-02-2026,Registered,Absent
6619,1046,4062,05-02-2026,Registered,Present
6620,1057,4062,10-02-2026,Registered,Absent
6621,1095,4063,19-02-2026,Registered,Present
6622,1106,4063,24-02-2026,Registered,Present
6623,1117,4063,21-02-2026,Registered,Present
6624,1008,4063,18-02-2026,Registered,Present
6625,1019,4063,23-02-2026,Registered,Present
6626,1030,4063,20-02-2026,Registered,Present
6627,1041,4063,25-02-2026,Registered,Present
6628,1052,4063,22-02-2026,Registered,Present
6629,1063,4063,19-02-2026,Registered,Present
6630,1074,4063,24-02-2026,Registered,Present
6631,1112,4064,09-03-2026,Registered,Absent
6632,1003,4064,14-03-2026,Registered,Present
6633,1014,4064,11-03-2026,Registered,Absent
6634,1025,4064,16-03-2026,Registered,Present
6635,1036,4064,13-03-2026,Registered,Absent
6636,1047,4064,10-03-2026,Registered,Present
6637,1058,4064,15-03-2026,Registered,Absent
6638,1069,4064,12-03-2026,Registered,Present
6639,1080,4064,09-03-2026,Registered,Absent
6640,1091,4064,14-03-2026,Registered,Present
6641,1009,4065,01-04-2026,Registered,Present
6642,1020,4065,29-03-2026,Registered,Present
6643,1031,4065,26-03-2026,Registered,Present
6644,1042,4065,31-03-2026,Registered,Present
6645,1053,4065,28-03-2026,Registered,Present
6646,1064,4065,25-03-2026,Registered,Present
6647,1075,4065,30-03-2026,Registered,Present
6648,1086,4065,27-03-2026,Registered,Present
6649,1097,4065,01-04-2026,Registered,Present
6650,1108,4065,29-03-2026,Registered,Present
6651,1026,4066,22-04-2026,Registered,Present
6652,1037,4066,19-04-2026,Registered,Present
6653,1048,4066,16-04-2026,Registered,Present
6654,1059,4066,21-04-2026,Registered,Present
6655,1070,4066,18-04-2026,Registered,Present
6656,1081,4066,23-04-2026,Registered,Present
6657,1092,4066,20-04-2026,Registered,Present
6658,1103,4066,17-04-2026,Registered,Present
6659,1114,4066,22-04-2026,Registered,Present
6660,1005,4066,19-04-2026,Registered,Present
6661,1043,4067,19-05-2026,Registered,Absent
6662,1054,4067,16-05-2026,Registered,Present
6663,1065,4067,21-05-2026,Registered,Absent
6664,1076,4067,18-05-2026,Registered,Present
6665,1087,4067,15-05-2026,Registered,Absent
6666,1098,4067,20-05-2026,Registered,Present
6667,1109,4067,17-05-2026,Registered,Absent
6668,1120,4067,14-05-2026,Registered,Present
6669,1011,4067,19-05-2026,Registered,Absent
6670,1022,4067,16-05-2026,Registered,Present
6671,1060,4068,07-06-2026,Registered,Present
6672,1071,4068,04-06-2026,Registered,Present
6673,1082,4068,09-06-2026,Registered,Present
6674,1093,4068,06-06-2026,Registered,Present
6675,1104,4068,03-06-2026,Registered,Present
6676,1115,4068,08-06-2026,Registered,Present
6677,1006,4068,05-06-2026,Registered,Present
6678,1017,4068,10-06-2026,Registered,Present
6679,1028,4068,07-06-2026,Registered,Present
6680,1039,4068,04-06-2026,Registered,Present
6681,1077,4069,25-07-2026,Registered,Present
6682,1088,4069,22-07-2026,Registered,Absent
6683,1099,4069,27-07-2026,Registered,Present
6684,1110,4069,24-07-2026,Registered,Absent
6685,1001,4069,29-07-2026,Registered,Present
6686,1012,4069,26-07-2026,Registered,Absent
6687,1023,4069,23-07-2026,Registered,Present
6688,1034,4069,28-07-2026,Registered,Absent
6689,1045,4069,25-07-2026,Registered,Present
6690,1056,4069,22-07-2026,Registered,Absent
6691,1094,4070,18-08-2026,Registered,Present
6692,1105,4070,23-08-2026,Registered,Present
6693,1116,4070,20-08-2026,Registered,Present
6694,1007,4070,17-08-2026,Registered,Present
6695,1018,4070,22-08-2026,Registered,Present
6696,1029,4070,19-08-2026,Registered,Present
6697,1040,4070,16-08-2026,Registered,Present
6698,1051,4070,21-08-2026,Registered,Present
6699,1062,4070,18-08-2026,Registered,Present
6700,1073,4070,23-08-2026,Registered,Present
6701,1111,4071,19-01-2026,Registered,Present
6702,1002,4071,24-01-2026,Registered,Present
6703,1013,4071,21-01-2026,Registered,Present
6704,1024,4071,18-01-2026,Registered,Present
6705,1035,4071,23-01-2026,Registered,Present
6706,1046,4071,20-01-2026,Registered,Present
6707,1057,4071,25-01-2026,Registered,Present
6708,1068,4071,22-01-2026,Registered,Present
6709,1079,4071,19-01-2026,Registered,Present
6710,1090,4071,24-01-2026,Registered,Present
6711,1008,4072,06-02-2026,Registered,Present
6712,1019,4072,11-02-2026,Registered,Absent
6713,1030,4072,08-02-2026,Registered,Present
6714,1041,4072,13-02-2026,Registered,Absent
6715,1052,4072,10-02-2026,Registered,Present
6716,1063,4072,07-02-2026,Registered,Absent
6717,1074,4072,12-02-2026,Registered,Present
6718,1085,4072,09-02-2026,Registered,Absent
6719,1096,4072,06-02-2026,Registered,Present
6720,1107,4072,11-02-2026,Cancelled,Absent
6721,1025,4073,04-03-2026,Registered,Present
6722,1036,4073,01-03-2026,Registered,Present
6723,1047,4073,26-02-2026,Registered,Present
6724,1058,4073,03-03-2026,Registered,Present
6725,1069,4073,28-02-2026,Registered,Present
6726,1080,4073,25-02-2026,Registered,Present
6727,1091,4073,02-03-2026,Registered,Present
6728,1102,4073,27-02-2026,Registered,Present
6729,1113,4073,04-03-2026,Cancelled,Absent
6730,1004,4073,01-03-2026,Registered,Present
6731,1042,4074,23-03-2026,Registered,Absent
6732,1053,4074,20-03-2026,Registered,Present
6733,1064,4074,17-03-2026,Registered,Absent
6734,1075,4074,22-03-2026,Registered,Present
6735,1086,4074,19-03-2026,Registered,Absent
6736,1097,4074,24-03-2026,Registered,Present
6737,1108,4074,21-03-2026,Registered,Absent
6738,1119,4074,18-03-2026,Cancelled,Absent
6739,1010,4074,23-03-2026,Registered,Absent
6740,1021,4074,20-03-2026,Registered,Present
6741,1059,4075,08-04-2026,Registered,Present
6742,1070,4075,05-04-2026,Registered,Present
6743,1081,4075,10-04-2026,Registered,Present
6744,1092,4075,07-04-2026,Registered,Present
6745,1103,4075,04-04-2026,Registered,Present
6746,1114,4075,09-04-2026,Registered,Present
6747,1005,4075,06-04-2026,Cancelled,Absent
6748,1016,4075,03-04-2026,Registered,Present
6749,1027,4075,08-04-2026,Registered,Present
6750,1038,4075,05-04-2026,Registered,Present
6751,1076,4076,30-04-2026,Registered,Present
6752,1087,4076,27-04-2026,Registered,Present
6753,1098,4076,02-05-2026,Registered,Present
6754,1109,4076,29-04-2026,Registered,Present
6755,1120,4076,26-04-2026,Registered,Present
6756,1011,4076,01-05-2026,Cancelled,Absent
6757,1022,4076,28-04-2026,Registered,Present
6758,1033,4076,03-05-2026,Registered,Present
6759,1044,4076,30-04-2026,Registered,Present
6760,1055,4076,27-04-2026,Registered,Present
6761,1093,4077,23-05-2026,Registered,Absent
6762,1104,4077,20-05-2026,Registered,Present
6763,1115,4077,25-05-2026,Registered,Absent
6764,1006,4077,22-05-2026,Registered,Present
6765,1017,4077,27-05-2026,Cancelled,Absent
6766,1028,4077,24-05-2026,Registered,Present
6767,1039,4077,21-05-2026,Registered,Absent
6768,1050,4077,26-05-2026,Registered,Present
6769,1061,4077,23-05-2026,Registered,Absent
6770,1072,4077,20-05-2026,Registered,Present
6771,1110,4078,14-06-2026,Registered,Present
6772,1001,4078,19-06-2026,Registered,Present
6773,1012,4078,16-06-2026,Registered,Present
6774,1023,4078,13-06-2026,Cancelled,Absent
6775,1034,4078,18-06-2026,Registered,Present
6776,1045,4078,15-06-2026,Registered,Present
6777,1056,4078,12-06-2026,Registered,Present
6778,1067,4078,17-06-2026,Registered,Present
6779,1078,4078,14-06-2026,Registered,Present
6780,1089,4078,19-06-2026,Registered,Present
6781,1007,4079,11-07-2026,Registered,Present
6782,1018,4079,16-07-2026,Registered,Absent
6783,1029,4079,13-07-2026,Cancelled,Absent
6784,1040,4079,10-07-2026,Registered,Absent
6785,1051,4079,15-07-2026,Registered,Present
6786,1062,4079,12-07-2026,Registered,Absent
6787,1073,4079,17-07-2026,Registered,Present
6788,1084,4079,14-07-2026,Registered,Absent
6789,1095,4079,11-07-2026,Registered,Present
6790,1106,4079,16-07-2026,Registered,Absent
6791,1024,4080,20-08-2026,Registered,Present
6792,1035,4080,25-08-2026,Cancelled,Absent
6793,1046,4080,22-08-2026,Registered,Present
6794,1057,4080,27-08-2026,Registered,Present
6795,1068,4080,24-08-2026,Registered,Present
6796,1079,4080,21-08-2026,Registered,Present
6797,1090,4080,26-08-2026,Registered,Present
6798,1101,4080,23-08-2026,Registered,Present
6799,1112,4080,20-08-2026,Registered,Present
6800,1003,4080,25-08-2026,Registered,Present
6801,1041,4081,28-01-2026,Cancelled,Absent
6802,1052,4081,25-01-2026,Registered,Present
6803,1063,4081,22-01-2026,Registered,Present
6804,1074,4081,27-01-2026,Registered,Present
6805,1085,4081,24-01-2026,Registered,Present
6806,1096,4081,21-01-2026,Registered,Present
6807,1107,4081,26-01-2026,Registered,Present
6808,1118,4081,23-01-2026,Registered,Present
6809,1009,4081,28-01-2026,Registered,Present
6810,1020,4081,25-01-2026,Registered,Present
6811,1058,4082,15-02-2026,Registered,Present
6812,1069,4082,12-02-2026,Registered,Absent
6813,1080,4082,09-02-2026,Registered,Present
6814,1091,4082,14-02-2026,Registered,Absent
6815,1102,4082,11-02-2026,Registered,Present
6816,1113,4082,16-02-2026,Registered,Absent
6817,1004,4082,13-02-2026,Registered,Present
6818,1015,4082,10-02-2026,Registered,Absent
6819,1026,4082,15-02-2026,Registered,Present
6820,1037,4082,12-02-2026,Registered,Absent
6821,1075,4083,04-03-2026,Registered,Present
6822,1086,4083,01-03-2026,Registered,Present
6823,1097,4083,06-03-2026,Registered,Present
6824,1108,4083,03-03-2026,Registered,Present
6825,1119,4083,28-02-2026,Registered,Present
6826,1010,4083,05-03-2026,Registered,Present
6827,1021,4083,02-03-2026,Registered,Present
6828,1032,4083,27-02-2026,Registered,Present
6829,1043,4083,04-03-2026,Registered,Present
6830,1054,4083,01-03-2026,Registered,Present
6831,1092,4084,24-03-2026,Registered,Absent
6832,1103,4084,21-03-2026,Registered,Present
6833,1114,4084,26-03-2026,Registered,Absent
6834,1005,4084,23-03-2026,Registered,Present
6835,1016,4084,20-03-2026,Registered,Absent
6836,1027,4084,25-03-2026,Registered,Present
6837,1038,4084,22-03-2026,Registered,Absent
6838,1049,4084,27-03-2026,Registered,Present
6839,1060,4084,24-03-2026,Registered,Absent
6840,1071,4084,21-03-2026,Registered,Present
6841,1109,4085,08-04-2026,Registered,Present
6842,1120,4085,05-04-2026,Registered,Present
6843,1011,4085,10-04-2026,Registered,Present
6844,1022,4085,07-04-2026,Registered,Present
6845,1033,4085,12-04-2026,Registered,Present
6846,1044,4085,09-04-2026,Registered,Present
6847,1055,4085,06-04-2026,Registered,Present
6848,1066,4085,11-04-2026,Registered,Present
6849,1077,4085,08-04-2026,Registered,Present
6850,1088,4085,05-04-2026,Registered,Present
6851,1006,4086,01-05-2026,Registered,Present
6852,1017,4086,06-05-2026,Registered,Present
6853,1028,4086,03-05-2026,Registered,Present
6854,1039,4086,30-04-2026,Registered,Present
6855,1050,4086,05-05-2026,Registered,Present
6856,1061,4086,02-05-2026,Registered,Present
6857,1072,4086,29-04-2026,Registered,Present
6858,1083,4086,04-05-2026,Registered,Present
6859,1094,4086,01-05-2026,Registered,Present
6860,1105,4086,06-05-2026,Registered,Present
6861,1023,4087,23-05-2026,Registered,Absent
6862,1034,4087,28-05-2026,Registered,Present
6863,1045,4087,25-05-2026,Registered,Absent
6864,1056,4087,22-05-2026,Registered,Present
6865,1067,4087,27-05-2026,Registered,Absent
6866,1078,4087,24-05-2026,Registered,Present
6867,1089,4087,29-05-2026,Registered,Absent
6868,1100,4087,26-05-2026,Registered,Present
6869,1111,4087,23-05-2026,Registered,Absent
6870,1002,4087,28-05-2026,Registered,Present
6871,1040,4088,17-06-2026,Registered,Present
6872,1051,4088,22-06-2026,Registered,Present
6873,1062,4088,19-06-2026,Registered,Present
6874,1073,4088,24-06-2026,Registered,Present
6875,1084,4088,21-06-2026,Registered,Present
6876,1095,4088,18-06-2026,Registered,Present
6877,1106,4088,23-06-2026,Registered,Present
6878,1117,4088,20-06-2026,Registered,Present
6879,1008,4088,17-06-2026,Registered,Present
6880,1019,4088,22-06-2026,Registered,Present
6881,1057,4089,20-07-2026,Registered,Present
6882,1068,4089,17-07-2026,Registered,Absent
6883,1079,4089,14-07-2026,Registered,Present
6884,1090,4089,19-07-2026,Registered,Absent
6885,1101,4089,16-07-2026,Registered,Present
6886,1112,4089,13-07-2026,Registered,Absent
6887,1003,4089,18-07-2026,Registered,Present
6888,1014,4089,15-07-2026,Registered,Absent
6889,1025,4089,20-07-2026,Registered,Present
6890,1036,4089,17-07-2026,Registered,Absent
6891,1074,4090,29-08-2026,Registered,Present
6892,1085,4090,26-08-2026,Registered,Present
6893,1096,4090,23-08-2026,Registered,Present
6894,1107,4090,28-08-2026,Registered,Present
6895,1118,4090,25-08-2026,Registered,Present
6896,1009,4090,30-08-2026,Registered,Present
6897,1020,4090,27-08-2026,Registered,Present
6898,1031,4090,24-08-2026,Registered,Present
6899,1042,4090,29-08-2026,Registered,Present
6900,1053,4090,26-08-2026,Registered,Present
6901,1091,4091,28-01-2026,Registered,Present
6902,1102,4091,25-01-2026,Registered,Present
6903,1113,4091,30-01-2026,Registered,Present
6904,1004,4091,27-01-2026,Registered,Present
6905,1015,4091,24-01-2026,Registered,Present
6906,1026,4091,29-01-2026,Registered,Present
6907,1037,4091,26-01-2026,Registered,Present
6908,1048,4091,23-01-2026,Registered,Present
6909,1059,4091,28-01-2026,Registered,Present
6910,1070,4091,25-01-2026,Registered,Present
6911,1108,4092,15-02-2026,Registered,Present
6912,1119,4092,12-02-2026,Registered,Absent
6913,1010,4092,17-02-2026,Registered,Present
6914,1021,4092,14-02-2026,Registered,Absent
6915,1032,4092,11-02-2026,Registered,Present
6916,1043,4092,16-02-2026,Registered,Absent
6917,1054,4092,13-02-2026,Registered,Present
6918,1065,4092,18-02-2026,Registered,Absent
6919,1076,4092,15-02-2026,Registered,Present
6920,1087,4092,12-02-2026,Cancelled,Absent
6921,1005,4093,04-03-2026,Registered,Present
6922,1016,4093,01-03-2026,Registered,Present
6923,1027,4093,06-03-2026,Registered,Present
6924,1038,4093,03-03-2026,Registered,Present
6925,1049,4093,08-03-2026,Registered,Present
6926,1060,4093,05-03-2026,Registered,Present
6927,1071,4093,02-03-2026,Registered,Present
6928,1082,4093,07-03-2026,Registered,Present
6929,1093,4093,04-03-2026,Cancelled,Absent
6930,1104,4093,01-03-2026,Registered,Present
6931,1022,4094,25-03-2026,Registered,Absent
6932,1033,4094,30-03-2026,Registered,Present
6933,1044,4094,27-03-2026,Registered,Absent
6934,1055,4094,24-03-2026,Registered,Present
6935,1066,4094,29-03-2026,Registered,Absent
6936,1077,4094,26-03-2026,Registered,Present
6937,1088,4094,23-03-2026,Registered,Absent
6938,1099,4094,28-03-2026,Cancelled,Absent
6939,1110,4094,25-03-2026,Registered,Absent
6940,1001,4094,30-03-2026,Registered,Present
6941,1039,4095,12-04-2026,Registered,Present
6942,1050,4095,17-04-2026,Registered,Present
6943,1061,4095,14-04-2026,Registered,Present
6944,1072,4095,11-04-2026,Registered,Present
6945,1083,4095,16-04-2026,Registered,Present
6946,1094,4095,13-04-2026,Registered,Present
6947,1105,4095,18-04-2026,Cancelled,Absent
6948,1116,4095,15-04-2026,Registered,Present
6949,1007,4095,12-04-2026,Registered,Present
6950,1018,4095,17-04-2026,Registered,Present
6951,1056,4096,06-05-2026,Registered,Present
6952,1067,4096,11-05-2026,Registered,Present
6953,1078,4096,08-05-2026,Registered,Present
6954,1089,4096,13-05-2026,Registered,Present
6955,1100,4096,10-05-2026,Registered,Present
6956,1111,4096,07-05-2026,Cancelled,Absent
6957,1002,4096,12-05-2026,Registered,Present
6958,1013,4096,09-05-2026,Registered,Present
6959,1024,4096,06-05-2026,Registered,Present
6960,1035,4096,11-05-2026,Registered,Present
6961,1073,4097,05-06-2026,Registered,Absent
6962,1084,4097,02-06-2026,Registered,Present
6963,1095,4097,30-05-2026,Registered,Absent
6964,1106,4097,04-06-2026,Registered,Present
6965,1117,4097,01-06-2026,Cancelled,Absent
6966,1008,4097,29-05-2026,Registered,Present
6967,1019,4097,03-06-2026,Registered,Absent
6968,1030,4097,31-05-2026,Registered,Present
6969,1041,4097,05-06-2026,Registered,Absent
6970,1052,4097,02-06-2026,Registered,Present
6971,1090,4098,25-06-2026,Registered,Present
6972,1101,4098,22-06-2026,Registered,Present
6973,1112,4098,19-06-2026,Registered,Present
6974,1003,4098,24-06-2026,Cancelled,Absent
6975,1014,4098,21-06-2026,Registered,Present
6976,1025,4098,26-06-2026,Registered,Present
6977,1036,4098,23-06-2026,Registered,Present
6978,1047,4098,20-06-2026,Registered,Present
6979,1058,4098,25-06-2026,Registered,Present
6980,1069,4098,22-06-2026,Registered,Present
6981,1107,4099,24-07-2026,Registered,Present
6982,1118,4099,21-07-2026,Registered,Absent
6983,1009,4099,26-07-2026,Cancelled,Absent
6984,1020,4099,23-07-2026,Registered,Absent
6985,1031,4099,20-07-2026,Registered,Present
6986,1042,4099,25-07-2026,Registered,Absent
6987,1053,4099,22-07-2026,Registered,Present
6988,1064,4099,19-07-2026,Registered,Absent
6989,1075,4099,24-07-2026,Registered,Present
6990,1086,4099,21-07-2026,Registered,Absent
6991,1004,4100,28-08-2026,Registered,Present
6992,1015,4100,25-08-2026,Cancelled,Absent
6993,1026,4100,30-08-2026,Registered,Present
6994,1037,4100,27-08-2026,Registered,Present
6995,1048,4100,24-08-2026,Registered,Present
6996,1059,4100,29-08-2026,Registered,Present
6997,1070,4100,26-08-2026,Registered,Present
6998,1081,4100,31-08-2026,Registered,Present
6999,1092,4100,28-08-2026,Registered,Present
7000,1103,4100,25-08-2026,Registered,Present
